No.,Client,Project,QT No.,Preriod,Project Type,P&L Type,BD,Revenue 2023,Total Cost 2023, Revenue Total Project,Cost Total Project,progress,Amount Margin,(%) 
567,"One Co.,Ltd",Hygiene Expert Care Caravan - Transportation ,QT23010137,1 Mar - 30 April  23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,169000.00,71260.00,169000.00,71260.00,100.00,97740.00,57.83
568,บริษัท  ฟู้ด  จำกัด,Dreamy CVS Exlusive Program ,QT23010138,10-28 Feb 23,2.2 Merchandiser & RO,จัดเรียงสินค้า,BU2B,200000.00,147686.59,200000.00,147686.59,100.00,52313.41,26.16
569,"S.C. Beauty Co.,Ltd.",Lolane PC Cheer @Tops Mar 23,QT23010139.1,28 Feb - 31 Mar 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,117600.00,72024.97,117600.00,72024.97,100.00,45575.03,38.75
570,"S.C. Beauty Co.,Ltd.",Lolane PC Cheer @Tops Apr 23,QT23010139.2,1-30 April 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,131264.00,85888.64,131264.00,85888.64,100.00,45375.36,34.57
571,"S.C. Beauty Co.,Ltd.",Lolance PC Cheer Top on May 23,QT23010139.3,1-31 May 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,110880.00,68086.48,110880.00,68086.48,100.00,42793.52,38.59
572,บริษัท นมพลัส จำกัด,Production Hanging Tray  for PG Cheer Gooddy,QT23010140,11-26 Feb 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,160676.25,53084.79,160676.25,53084.79,100.00,107591.46,66.96
573,บริษัท สเตลล่า แลบบอราทอรี่ จำกัด  ,King Stella 60th Dealer Party (ONE TIME CHANGE),QT23010141,18-03-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,86250.00,0.00,86250.00,0.00,100.00,86250.00,100
574,บริษัท แปรงสีฟัน จำกัด,PC Victory 4 - 26 March 2023,QT23010142.1,28 Feb - 31 Mar 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,333893.89,192944.43,333893.89,192944.43,100.00,140949.46,42.21
575,บริษัท แปรงสีฟัน จำกัด,PC Victory 2 - 3 December 2023,QT23010142.10,2-3 Dec 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,94760.00,55926.99,94760.00,55926.99,100.00,38833.01,40.98
576,บริษัท แปรงสีฟัน จำกัด,PC Victory 1 - 30 April 2023,QT23010142.2,1-30 April 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,287608.89,194592.90,287608.89,194592.90,100.00,93015.99,32.34
577,บริษัท แปรงสีฟัน จำกัด,PC Victory 5 - 28 May 2023 (QT23010142.3),QT23010142.3,5-28 May 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,308478.89,191439.96,308478.89,191439.96,100.00,117038.93,37.94
578,บริษัท แปรงสีฟัน จำกัด,PC Victory 2 - 25 June 2023,QT23010142.4,1-30 June 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,309398.89,190074.57,309398.89,190074.57,100.00,119324.32,38.57
579,บริษัท แปรงสีฟัน จำกัด,PC Victory 1 - 30 July 2023,QT23010142.5,30 June - 31 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,299393.89,192052.75,299393.89,192052.75,100.00,107341.14,35.85
580,บริษัท แปรงสีฟัน จำกัด,PC Victory 5 - 27 August 2023,QT23010142.6,5- 27 Aug 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,299048.89,186188.21,299048.89,186188.21,100.00,112860.68,37.74
581,บริษัท แปรงสีฟัน จำกัด,PC Victory 1 - 30 September 2023,QT23010142.7,1-30 Sep 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,259143.89,158436.42,259143.89,158436.42,100.00,100707.47,38.86
582,บริษัท แปรงสีฟัน จำกัด,PC Victory 1 - 29 October 2023,QT23010142.8,1-29 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,313423.89,183603.66,313423.89,183603.66,100.00,129820.23,41.42
583,บริษัท แปรงสีฟัน จำกัด,PC Victory 4 - 26 November 2023,QT23010142.9,4-26 Nov 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,251208.89,163236.13,251208.89,163236.13,100.00,87972.76,35.02
584,บริษัท  คอสเมติกส์ คอร์ปอเรชั่น จำกัด,In2it Event Eveandboy Sq1 (Operation cost),QT23010143,31 Mar  - 1 April 23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,32945.00,35632.31,32945.00,35632.31,100.00,-2687.31,-8.16
585, Trading (Thailand) Ltd.,Downy Competitor Sampling Tester (Feb 23),QT23010145,15-ก.พ.-23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,3622.54,650.20,3622.54,650.20,100.00,2972.34,82.05
586,บริษัท เอ็มเคที อีเว้นท์ จำกัด,Magnolia Experiential Sampling,QT23010146,6 Feb -30 April 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,473052.50,338088.98,473052.50,338088.98,100.00,134963.52,28.53
587,บริษัท เอ็มเคที อีเว้นท์ จำกัด,Teapot Experiential Sampling,QT23010147,7 Feb - 30 May 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,981295.00,685645.02,981295.00,685645.02,100.00,295649.98,30.13
588,บริษัท เอ็มเคที อีเว้นท์ จำกัด,Bear Brand Experiential Sampling,QT23010148,20 Feb - 10 Mar 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,247480.00,162308.64,247480.00,162308.64,100.00,85171.36,34.42
589,บริษัท ที (ไทยแลนด์) จำกัด,PC Cheer Tyson Weekend 6 stores ,QT23020003,17-26 Feb 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,55330.00,36519.03,55330.00,36519.03,100.00,18810.97,34
590,บริษัท ที (ไทยแลนด์) จำกัด,PC Cheer Tyson Tops Rama 2,QT23020004,3 Mar -2 April 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,53144.00,21543.66,53144.00,21543.66,100.00,31600.34,59.46
591,บริษัท อีฟอีฟ จำกัด,Eucerin NPD Sun Booth Activity at Eveandboy [Mar - Aar 2023],QT23020005,28 Feb - 31 May 23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,606048.00,409603.94,606048.00,409603.94,100.00,196444.06,32.41
592,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) FEB 2023 ,QT23020006.1,1 -28 Feb 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,23664.96,21911.54,23664.96,21911.54,100.00,1753.42,7.41
593,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) NOV 2023,QT23020006.10,1-30 Nov 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,16642.80,15410.00,16642.80,15410.00,100.00,1232.80,7.41
594,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) DEC 2023,QT23020006.11,1-31 Dec 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,28890.00,26750.00,28890.00,26750.00,100.00,2140.00,7.41
595,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) MAR 2023,QT23020006.2,1-31 Mar 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,24135.66,22347.83,24135.66,22347.83,100.00,1787.83,7.41
596,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) APR 2023,QT23020006.3,1-30 April 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,20630.16,19102.00,20630.16,19102.00,100.00,1528.16,7.41
597,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) MAY 2023,QT23020006.4,1-31 May 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,23615.12,21865.85,23615.12,21865.85,100.00,1749.27,7.41
598,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC @TT (Additional Transportation & OT) MAY 2023,QT23020006.5,1-30 June 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,24192.00,22400.00,24192.00,22400.00,100.00,1792.00,7.41
599,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) JUL 2023,QT23020006.6,1-31July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,22982.40,21280.00,22982.40,21280.00,100.00,1702.40,7.41
600,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) AUG 2023,QT23020006.7,1-31 Aug 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,17454.96,16162.00,17454.96,16162.00,100.00,1292.96,7.41
601,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) SEP 2023,QT23020006.8,1-30 Sep 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,12744.00,11800.00,12744.00,11800.00,100.00,944.00,7.41
602,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E PC TT (Transportation & OT) OCT 2023,QT23020006.9,1-31 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,23243.76,21522.00,23243.76,21522.00,100.00,1721.76,7.41
603,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,"SINO PC CHOCOLATE HERSHEY'S , THEME ITALI",QT23020008,8-21 Feb 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,114950.00,94976.72,114950.00,94976.72,100.00,19973.28,17.38
604,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,SINO PC MINE EVENT VALENTINE,QT23020009,8-26 Feb 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,75143.75,52984.53,75143.75,52984.53,100.00,22159.22,29.49
605,บริษัท ดาดา (ประเทศไทย) จำกัด,Additional ค่ากิจกรรมPG Booth,QT23020011,28-02-23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,6943.20,5162.62,6943.20,5162.62,100.00,1780.58,25.64
606,"BD (Thailand) Co.,Ltd",Eucerin Pharmacy  Meeting,QT23020012,28 Feb - 31 Mar  23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,4950.00,3715.60,4950.00,3715.60,100.00,1234.40,24.94
607,"BD (Thailand) Co.,Ltd",Eucerin Redress pH5 Washlotion 200 ml,QT23020013,28-02-23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,23540.00,16289.06,23540.00,16289.06,100.00,7250.94,30.8
608,บริษัท นม จำกัด,PG Cheer Dutch Mill Selected at Big C,QT23020014,25-26 February - 5 Mar 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,81900.00,67352.40,81900.00,67352.40,100.00,14547.60,17.76
609,บริษัท นม จำกัด,PG Cheer Dutch Mill Selected at Makro,QT23020015,25-26 February - 5 Mar 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,66780.00,59513.31,66780.00,59513.31,100.00,7266.69,10.88
610,"BS (Thailand) Co., Ltd.",Cockpit FC Activity Support 7 Stores (Mar 2023),QT23020021,28 Feb - 31 Mar 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,200232.00,140196.29,200232.00,140196.29,100.00,60035.71,29.98
611,บริษัท เงินเงิน จำกัด (มหาชน),Tidlor truck event ชลบุรีแหลมฉบัง,QT23020022,18-ก.พ.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,23984.80,16646.30,23984.80,16646.30,100.00,7338.50,30.6
612,"BS (Thailand) Co., Ltd.",Cockpit FC booth production_3x3 m,QT23020023,28 Feb -15 Mar 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,74844.00,47299.90,74844.00,47299.90,100.00,27544.10,36.8
613,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E Additional Commission Special Display JAN23,QT23020024,1-31 Jan 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,14202.00,13150.00,14202.00,13150.00,100.00,1052.00,7.41
614,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E Additional Commission for PC MT JAN23,QT23020025,1-31 Jan 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,11880.00,11000.00,11880.00,11000.00,100.00,880.00,7.41
615, Manufacturing (Thailand) Ltd.,P&G Booth Job Fair (Mar 23),QT23020026,22-03-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,8629.20,7000.00,8629.20,7000.00,100.00,1629.20,18.88
616,บริษัท นม จำกัด,PG Cheer DNA at TT 25 Stores,QT23020028,28 Feb - 11 Mar 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,164430.00,107573.26,164430.00,107573.26,100.00,56856.74,34.58
617,บริษัท นม จำกัด,PG Cheer Gooddy at TT,QT23020029,4-26 Mar - 4 April 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,433650.00,257073.85,433650.00,257073.85,100.00,176576.15,40.72
618,"BD (Thailand) Co.,Ltd",Eucerin ประชุมวิชาการ PAT,QT23020030,19-03-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,89610.31,77009.66,89610.31,77009.66,100.00,12600.65,14.06
619,"BS (Thailand) Co., Ltd.",Cockpit FC - Activity Support CP.CHIENGRAI CAR SERVICE  (Mar 2023),QT23020032,28 Feb - 31 Mar 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,23058.00,15960.41,23058.00,15960.41,100.00,7097.59,30.78
620,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 FEB - 15 MAR 23,QT23020033.1,16 FEB - 15 MAR 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,12096.00,11200.00,12096.00,11200.00,100.00,896.00,7.41
621,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 NOV - 15 DEC 23,QT23020033.10,16 Nov - 15 Dec 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,11232.00,10400.00,11232.00,10400.00,100.00,832.00,7.41
622,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 DEC - 15 JAN 24,QT23020033.11,16 Dec 23 -15 Jan 24,3.2 Key Account,จัดเรียงสินค้า,BU2B,6480.00,6000.00,6480.00,6000.00,50.00,480.00,7.41
623,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 MAR - 15 APR 23,QT23020033.2,16 MAR - 15 APR 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,12960.00,12000.00,12960.00,12000.00,100.00,960.00,7.41
624,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 APR - 15 MAY 23,QT23020033.3, 16 APR - 15 MAY 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,12096.00,11200.00,12096.00,11200.00,100.00,896.00,7.41
625,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 MAY - 15 JUN 23,QT23020033.4,16 May - 15 June 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,12960.00,12000.00,12960.00,12000.00,100.00,960.00,7.41
626,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 JUN - 15 JUL 23,QT23020033.5,16 June - 15 July 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,12528.00,11600.00,12528.00,11600.00,100.00,928.00,7.41
627,บริษัท สยาม กรุ๊ป จำกัด ,SMOOTH E MERCHANDISE 1 STORE 16 JUL - 15 AUG 23,QT23020033.6,16 July - 15 Aug 23,3.2 Key Account,จัดเรียงสินค้า,BU2B,12960.00,12000.00,12960.00,12000.00,100.00,960.00,7.41
