ลำดับที่,BU,Job,QT, Project Name,Client/Owner,Status,Amount Rev,Start date,End date,Year,month-ended,Quarter,Business unit,monthyear, Value ,Cr.Term range,,,,,,,,,,,
80,BU 1.3,1.3 Logistic,QT22110110.8,Warehouse Garnier 2023 _ 200 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 43,200.00 ",01-08-23,31-08-23,2023,8,Q3,BU1B,Aug," 15,120.00 ",30-60 วัน,,,,,,,,,,,
81,BU 1.3,1.3 Logistic,QT22110110.9,Warehouse Garnier 2023 _ 200 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 43,200.00 ",01-09-23,30-09-23,2023,9,Q3,BU1B,Sep," 15,120.00 ",30-60 วัน,,,,,,,,,,,
82,BU 1.2,1.2 Event,QT22110112,Scotch Distributor Conference 2023,บริษัท รังนก เทรดดิ้ง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 295,313.00 ",18-01-23,19-01-23,2023,1,Q1,BU1B,Feb," 37,800.00 ",30-60 วัน,,,,,,,,,,,
83,BU 1.3,1.3 Logistic,QT22110115.1,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-01-23,31-01-23,2023,1,Q1,BU1B,May," 37,800.00 ",30-60 วัน,,,,,,,,,,,
84,BU 1.3,1.3 Logistic,QT22110115.10,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-10-23,31-10-23,2023,10,Q4,BU1B,Jun," 37,800.00 ",30-60 วัน,,,,,,,,,,,
85,BU 1.3,1.3 Logistic,QT22110115.10,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-10-23,31-10-23,2023,10,Q4,BU1B,Oct," 12,960.00 ",30-60 วัน,,,,,,,,,,,
86,BU 1.3,1.3 Logistic,QT22110115.11,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 12,960.00 ",01-11-23,30-11-23,2023,11,Q4,BU1B,Jul," 37,800.00 ",30-60 วัน,,,,,,,,,,,
87,BU 1.3,1.3 Logistic,QT22110115.11,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 12,960.00 ",01-11-23,30-11-23,2023,11,Q4,BU1B,Nov," 12,960.00 ",30-60 วัน,,,,,,,,,,,
88,BU 1.3,1.3 Logistic,QT22110115.12,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 12,960.00 ",01-12-23,31-12-23,2023,12,Q4,BU1B,Aug," 37,800.00 ",30-60 วัน,,,,,,,,,,,
89,BU 1.3,1.3 Logistic,QT22110115.12,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 12,960.00 ",01-12-23,31-12-23,2023,12,Q4,BU1B,Dec," 12,960.00 ",30-60 วัน,,,,,,,,,,,
90,BU 1.3,1.3 Logistic,QT22110115.2,Warehouse Maybelline 2023 _ 80 SQM. Feb 23,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-02-23,28-02-23,2023,2,Q1,BU1B,Sep," 37,800.00 ",30-60 วัน,,,,,,,,,,,
91,BU 1.3,1.3 Logistic,QT22110115.6,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-06-23,30-06-23,2023,6,Q2,BU1B,Jan," 43,200.00 ",30-60 วัน,,,,,,,,,,,
92,BU 1.3,1.3 Logistic,QT22110115.7,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-07-23,31-07-23,2023,7,Q3,BU1B,Feb," 43,200.00 ",30-60 วัน,,,,,,,,,,,
93,BU 1.3,1.3 Logistic,QT22110115.8,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-08-23,31-08-23,2023,8,Q3,BU1B,Mar," 43,200.00 ",30-60 วัน,,,,,,,,,,,
94,BU 1.3,1.3 Logistic,QT22110115.9,Warehouse Maybelline 2023 _ 80 SQM. Jan - Dec 2023,บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-09-23,30-09-23,2023,9,Q3,BU1B,Apr," 43,200.00 ",30-60 วัน,,,,,,,,,,,
95,BU 2.2,2.2 Merchandiser & RO,QT221200069.1,Smooth E Merchandiser Nationwide CVS Program 1-15 Feb 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 983,718.00 ",01-02-23,15-02-23,2023,2,Q1,BU2B,Mar," 12,960.00 ",30-60 วัน,,,,,,,,,,,
96,BU 2.2,2.2 Merchandiser & RO,QT22120069.10,Smooth E Merchandiser Nationwide CVS Program 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Apr," 12,960.00 ",30-60 วัน,,,,,,,,,,,
97,BU 2.2,2.2 Merchandiser & RO,QT22120069.10,Smooth E Merchandiser Nationwide CVS Program 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Oct," 983,718.00 ",30-60 วัน,,,,,,,,,,,
98,BU 2.2,2.2 Merchandiser & RO,QT22120069.10,Smooth E Merchandiser Nationwide CVS Program 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Nov," 983,718.00 ",30-60 วัน,,,,,,,,,,,
99,BU 2.2,2.2 Merchandiser & RO,QT22120069.11,Smooth E Merchandiser Nationwide CVS Program 16 Nov - 15 Dec 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,967,436.00 ",16-11-23,15-12-23,2023,11,Q4,BU2B,May," 12,960.00 ",30-60 วัน,,,,,,,,,,,
100,BU 2.2,2.2 Merchandiser & RO,QT22120069.11,Smooth E Merchandiser Nationwide CVS Program 16 Nov - 15 Dec 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,967,436.00 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Nov," 983,718.00 ",30-60 วัน,,,,,,,,,,,
101,BU 2.2,2.2 Merchandiser & RO,QT22120069.11,Smooth E Merchandiser Nationwide CVS Program 16 Nov - 15 Dec 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,967,436.00 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Dec," 983,718.00 ",30-60 วัน,,,,,,,,,,,
102,BU 2.2,2.2 Merchandiser & RO,QT221200069.12,Smooth E Merchandiser Nationwide CVS Program 16 Dec 2023 - 15 Jan 2024,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,967,436.00 ",16-12-23,15-01-24,2023,12,Q4,BU2B,Jun," 12,960.00 ",30-60 วัน,,,,,,,,,,,
103,BU 2.2,2.2 Merchandiser & RO,QT221200069.12,Smooth E Merchandiser Nationwide CVS Program 16 Dec 2023 - 15 Jan 2024,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,967,436.00 ",16-12-23,15-01-24,2023,12,Q4,BU2B,Dec," 983,718.00 ",30-60 วัน,,,,,,,,,,,
104,BU 2.2,2.2 Merchandiser & RO,QT221200069.5,Smooth E Merchandiser Nationwide CVS Program 16  May - 15 June 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-05-23,15-06-23,2023,5,Q2,BU2B,Aug," 12,960.00 ",30-60 วัน,,,,,,,,,,,
105,BU 2.2,2.2 Merchandiser & RO,QT221200069.6,Smooth E Merchandiser Nationwide CVS Program 16 June - 15 July 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-06-23,15-07-23,2023,6,Q2,BU2B,Sep," 12,960.00 ",30-60 วัน,,,,,,,,,,,
106,BU 2.2,2.2 Merchandiser & RO,QT221200069.9,Smooth E Merchandiser Nationwide CVS Program 16 Sep - 15 Oct 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-09-23,15-10-23,2023,9,Q3,BU2B,Oct," 983,718.00 ",30-60 วัน,,,,,,,,,,,
107,BU 1.1,1.1 Booth & Roadshow,QT22120016.4,Vixol Caravan 2023 on April 23,"One Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 141,792.00 ",01-04-23,30-04-23,2023,4,Q2,BU1A,Jan," 833,800.00 ",30-60 วัน,,,,,,,,,,,
108,BU 2.3,2.3 Merchandiser&RO Share service,QT22120020.1,Chaonang Mer share @ Watsons Jan 2023,บริษัท นางงาม (ไทยแลนด์) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 13,395.20 ",01-01-23,31-01-23,2023,1,Q1,BU2A,Jan," 154,810.00 ",30-60 วัน,,,,,,,,,,,
109,BU 2.3,2.3 Merchandiser&RO Share service,QT22120020.2,Chaonang Mer share @ Watsons Feb 2023,บริษัท นางงาม (ไทยแลนด์) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 13,395.20 ",01-02-23,28-02-23,2023,2,Q1,BU2A,Jan," 101,135.00 ",30-60 วัน,,,,,,,,,,,
110,BU 2.3,2.3 Merchandiser&RO Share service,QT22120020.3,Chaonang Mer share @ Watsons Mar 2023,บริษัท นางงาม (ไทยแลนด์) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 13,395.20 ",01-03-23,31-03-23,2023,3,Q1,BU2A,Feb," 334,706.00 ",30-60 วัน,,,,,,,,,,,
111,BU 2.3,2.3 Merchandiser&RO Share service,QT22120020.5,Chaonang Mer share @ Watsons May  2023,บริษัท นางงาม (ไทยแลนด์) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 13,395.20 ",01-05-23,31-05-23,2023,5,Q2,BU2A,Jan," 218,666.67 ",30-60 วัน,,,,,,,,,,,
112,BU 2.3,2.3 Merchandiser&RO Share service,QT22120020.6,Chaonang Mer share @ Watsons June 2023,บริษัท นางงาม (ไทยแลนด์) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 13,395.20 ",01-06-23,30-06-23,2023,6,Q2,BU2A,Feb," 218,666.67 ",30-60 วัน,,,,,,,,,,,
113,BU 1.2,1.2 Event,QT22120034,Foremost Distributor conference (Production and Decocation Break out room),FC (Thailand) PCL.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 716,900.00 ",16-01-23,18-01-23,2023,1,Q1,BU1A,Jan," 13,395.20 ",30-60 วัน,,,,,,,,,,,
114,BU 1.1,1.1 Booth & Roadshow,QT22120043.2,Hygiene Expert Care Caravan Mar 2023,"One Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 844,133.33 ",01-03-23,31-03-23,2023,3,Q1,BU1A,Aug," 135,355.00 ",30-60 วัน,,,,,,,,,,,
115,BU 2.3,2.3 Merchandiser&RO Share service,QT22120046.4,LONG BEACH SYRUP MERCHANDISER SHARED SERVICE @Makro,บริษัท แอนนา จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 45,000.00 ",01-04-23,30-04-23,2023,4,Q2,BU2B,Jan," 137,550.00 ",30-60 วัน,,,,,,,,,,,
116,BU 3.1,3.1 Key Account,QT22120051,Enfa Clinic-Allergy prevention Phase I (Feb-Apr 23),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 4,503,000.00 ",01-02-23,30-04-23,2023,2,Q1,BU1A,Feb," 352,301.33 ",60-150 วัน,,,,,,,,,,,
117,BU 3.1,3.1 Key Account,QT22120051,Enfa Clinic-Allergy prevention Phase I (Feb-Apr 23),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 4,503,000.00 ",01-02-23,30-04-23,2023,2,Q1,BU1A,Mar," 37,482.78 ",60-150 วัน,,,,,,,,,,,
118,BU 3.1,3.1 Key Account,QT22120053,Enfa Clinic-GC Phase I (Feb-Apr 23),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 6,420,000.00 ",01-02-23,30-04-23,2023,2,Q1,BU1A,Mar," 130,780.89 ",60-150 วัน,,,,,,,,,,,
119,BU 3.1,3.1 Key Account,QT22120053,Enfa Clinic-GC Phase I (Feb-Apr 23),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 6,420,000.00 ",01-02-23,30-04-23,2023,2,Q1,BU1A,Apr," 293,784.44 ",60-150 วัน,,,,,,,,,,,
120,BU 3.1,3.1 Key Account,QT22120057,Enfa Clinc-SMART Project (Apr-Jun 23),MN (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 2,160,000.00 ",01-04-23,30-06-23,2023,4,Q2,BU1A,Feb," 45,000.00 ",60-150 วัน,,,,,,,,,,,
121,BU 3.1,3.1 Key Account,QT22120058,Jacket Scotch,บริษัท รังนก เทรดดิ้ง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 52,451.50 ",13-01-23,14-01-23,2023,1,Q1,BU1B,Mar," 45,000.00 ",30-60 วัน,,,,,,,,,,,
122,BU 2.1,2.1 PG & BA,QT22120061,KCG CHINESE NEW YEAR 2023,KG Corporation Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 410,000.00 ",19-01-23,02-02-23,2023,1,Q1,BU2B,Mar," 397,548.00 ",30-60 วัน,,,,,,,,,,,
123,BU 2.1,2.1 PG & BA,QT22120062,TYSON PC at Meat Fresh Taladthai (1-31 Jan 23),บริษัท ที (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 166,584.00 ",01-01-23,31-01-23,2023,1,Q1,BU2A,Apr," 397,548.00 ",30-60 วัน,,,,,,,,,,,
124,BU 1.1,1.1 Booth & Roadshow,QT22120063,Cetaphil Baby Fai (8 - 18 Jan 2023),GAD (Thailand) Ltd. ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 72,128.00 ",08-01-23,18-01-23,2023,1,Q1,BU1A,May," 397,548.00 ",30-60 วัน,,,,,,,,,,,
125,BU 2.1,2.1 PG & BA,QT22120064,PC Sampling HI-Q Base UHT (GT 30 ) 2023,บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,120,000.00 ",04-02-23,26-03-23,2023,2,Q1,BU2B,Jun," 397,548.00 ",30-60 วัน,,,,,,,,,,,
126,BU 2.1,2.1 PG & BA,QT22120065,PC Cheer HI-Q Base UHT (MT45 )  2023,บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,070,000.00 ",04-02-23,26-03-23,2023,2,Q1,BU2B,Mar," 634,782.93 ",30-60 วัน,,,,,,,,,,,
127,BU 2.1,2.1 PG & BA,QT22120066.1,PC VITTO - C @MT JAN 23,บริษัท โกล เบฟเวอเรจ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 102,205.00 ",09-01-23,31-01-23,2023,1,Q1,BU2B,Apr," 536,790.41 ",30-60 วัน,,,,,,,,,,,
128,BU 2.1,2.1 PG & BA,QT22120066.2,PC VITTO - C @MT Feb 23,บริษัท โกล เบฟเวอเรจ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 51,260.00 ",01-02-23,28-02-23,2023,2,Q1,BU2B,May," 585,786.67 ",30-60 วัน,,,,,,,,,,,
129,BU 2.1,2.1 PG & BA,QT22120066.3,PC VITTO - C @MT Mar 23,บริษัท โกล เบฟเวอเรจ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 73,800.00 ",01-03-23,31-03-23,2023,3,Q1,BU2B,Jun," 585,786.67 ",30-60 วัน,,,,,,,,,,,
130,BU 2.1,2.1 PG & BA,QT22120068.1,PG Cheer Girl Sensodyne Jan 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 299,145.00 ",01-01-23,31-03-23,2023,1,Q1,BU2A,Mar," 1,100,000.00 ",60-150 วัน,,,,,,,,,,,
131,BU 2.1,2.1 PG & BA,QT22120068.1,PG Cheer Girl Sensodyne Jan 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 299,145.00 ",01-01-23,31-03-23,2023,1,Q1,BU2A,Apr," 1,500,000.00 ",60-150 วัน,,,,,,,,,,,
132,BU 2.1,2.1 PG & BA,QT22120068.1,PG Cheer Girl Sensodyne Jan 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 299,145.00 ",01-01-23,31-03-23,2023,1,Q1,BU2A,May," 1,000,000.00 ",60-150 วัน,,,,,,,,,,,
133,BU 2.1,2.1 PG & BA,QT22120068.1,PG Cheer Girl Sensodyne Jan 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 299,145.00 ",01-01-23,31-03-23,2023,1,Q1,BU2A,Jun," 903,000.00 ",60-150 วัน,,,,,,,,,,,
134,BU 2.1,2.1 PG & BA,QT22120068.3,PG Cheer Girl Sensodyne Feb 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 283,745.00 ",01-02-23,28-02-23,2023,2,Q1,BU2A,Mar," 2,000,000.00 ",60-150 วัน,,,,,,,,,,,
135,BU 2.1,2.1 PG & BA,QT22120068.3,PG Cheer Girl Sensodyne Feb 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 283,745.00 ",01-02-23,28-02-23,2023,2,Q1,BU2A,Apr," 1,500,000.00 ",60-150 วัน,,,,,,,,,,,
136,BU 2.1,2.1 PG & BA,QT22120068.3,PG Cheer Girl Sensodyne Feb 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 283,745.00 ",01-02-23,28-02-23,2023,2,Q1,BU2A,May," 1,000,000.00 ",60-150 วัน,,,,,,,,,,,
137,BU 2.1,2.1 PG & BA,QT22120068.3,PG Cheer Girl Sensodyne Feb 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 283,745.00 ",01-02-23,28-02-23,2023,2,Q1,BU2A,Jun," 1,000,000.00 ",60-150 วัน,,,,,,,,,,,
138,BU 2.1,2.1 PG & BA,QT22120068.3,PG Cheer Girl Sensodyne Feb 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 283,745.00 ",01-02-23,28-02-23,2023,2,Q1,BU2A,Jul," 920,000.00 ",60-150 วัน,,,,,,,,,,,
139,BU 2.2,2.2 Merchandiser & RO,QT22120069.2,Smooth E Merchandiser Nationwide CVS Program 16 Feb - 15 Mar 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-02-23,15-03-23,2023,2,Q1,BU2B,May," 1,080,000.00 ",30-60 วัน,,,,,,,,,,,
140,BU 2.2,2.2 Merchandiser & RO,QT22120069.2,Smooth E Merchandiser Nationwide CVS Program 16 Feb - 15 Mar 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-02-23,15-03-23,2023,2,Q1,BU2B,Jun," 860,000.00 ",30-60 วัน,,,,,,,,,,,
141,BU 2.2,2.2 Merchandiser & RO,QT22120069.2,Smooth E Merchandiser Nationwide CVS Program 16 Feb - 15 Mar 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-02-23,15-03-23,2023,2,Q1,BU2B,Jul," 220,000.00 ",30-60 วัน,,,,,,,,,,,
142,BU 2.2,2.2 Merchandiser & RO,QT22120069.3,Smooth E Merchandiser Nationwide CVS Program 16 Mar - 15 April 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,967,436.00 ",16-03-23,15-04-23,2023,3,Q1,BU2B,Jan," 52,451.50 ",30-60 วัน,,,,,,,,,,,
143,BU 2.1,2.1 PG & BA,QT22120070.10,Smooth E PC Permanent & Weekend BKK+UPC 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,696,680.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Jan," 410,000.00 ",30-60 วัน,,,,,,,,,,,
144,BU 2.1,2.1 PG & BA,QT22120070.10,Smooth E PC Permanent & Weekend BKK+UPC 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,696,680.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Feb," 80,000.00 ",30-60 วัน,,,,,,,,,,,
145,BU 2.1,2.1 PG & BA,QT22120070.10,Smooth E PC Permanent & Weekend BKK+UPC 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,696,680.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Oct," 848,340.00 ",30-60 วัน,,,,,,,,,,,
146,BU 2.1,2.1 PG & BA,QT22120070.10,Smooth E PC Permanent & Weekend BKK+UPC 16 Oct - 15 Nov 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,696,680.00 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Nov," 848,340.00 ",30-60 วัน,,,,,,,,,,,
147,BU 2.1,2.1 PG & BA,QT22120070.11,Smooth E PC Permanent & Weekend BKK+UPC 16 Nov - 15 Dec 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,696,680.00 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Jan," 166,584.00 ",30-60 วัน,,,,,,,,,,,
148,BU 2.1,2.1 PG & BA,QT22120070.11,Smooth E PC Permanent & Weekend BKK+UPC 16 Nov - 15 Dec 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,696,680.00 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Nov," 848,340.00 ",30-60 วัน,,,,,,,,,,,
149,BU 2.1,2.1 PG & BA,QT22120070.11,Smooth E PC Permanent & Weekend BKK+UPC 16 Nov - 15 Dec 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,696,680.00 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Dec," 848,340.00 ",30-60 วัน,,,,,,,,,,,
150,BU 2.1,2.1 PG & BA,QT22120070.12,Smooth E PC Permanent & Weekend BKK+UPC 16 Dec 2023 - 15 Jan 2024,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,696,680.00 ",16-12-23,15-01-24,2023,12,Q4,BU2B,Jan," 72,128.00 ",30-60 วัน,,,,,,,,,,,
151,BU 2.1,2.1 PG & BA,QT22120070.12,Smooth E PC Permanent & Weekend BKK+UPC 16 Dec 2023 - 15 Jan 2024,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 1,696,680.00 ",16-12-23,15-01-24,2023,12,Q4,BU2B,Dec," 848,340.00 ",30-60 วัน,,,,,,,,,,,
152,BU 2.1,2.1 PG & BA,QT22120070.2,Smooth E PC Permanent & Weekend BKK+UPC 16 Feb - 15 Mar 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,696,680.00 ",16-02-23,15-03-23,2023,2,Q1,BU2B,Feb," 535,000.00 ",30-60 วัน,,,,,,,,,,,
153,BU 2.1,2.1 PG & BA,QT22120070.2,Smooth E PC Permanent & Weekend BKK+UPC 16 Feb - 15 Mar 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,696,680.00 ",16-02-23,15-03-23,2023,2,Q1,BU2B,Mar," 535,000.00 ",30-60 วัน,,,,,,,,,,,
